taxon	trnL-trnF-intergenic-spacer	trnL	CHS	rps16	matK	trnK	trnT-trnL-intergenic-spacer	RAY1-like-protein	CesA	putative-RAY2-like-protein	atpF-atpH-intergenic-spacer	CYCLOIDEA-like-protein	ycf5	QG8140	unknown	rbcL	ndhF	ndhF.1	matK.1	rpl20-rps12-intergenic-spacer	rpoC1	matK.2	QG8140.1	psbJ	unknown.1	contains-psbD-trnT-intergenic-spacer	unknown.2	contains-petL-psbE-intergenic-spacer	rps16.1	contains-trnL-rpl32-intergenic-spacer	matK.3	contains-rps16-trnQ-intergenic-spacer-and-tRNA-Gln-(trnQ)	ndhF.2	hss1	ATP-sulfurylase-like-protein	calcium-dependent-protein-kinase-like-protein	COR414-like-protein	cysteine-rich-repeat-containing-protein	gag/pol-like-protein	psbA	includes-internal-transcribed-spacer-1,-5.8S-ribosomal-RNA-and-internal-transcribed-spacer-2-regions	5S-ribosomal-RNA-intergenic-spacer	unknown.3	unknown.4	unknown.5	unknown.6	unknown.7	stigma-specific-peroxidase	unknown.8	ndhF.3	atpB-rbcL-intergenic-region	
Senecio foetidus																																								DQ131875												
Senecio stapeliiformis																									DQ915873																											
Senecio picticaulis																									DQ915876																											
Senecio australis																									EF538302																											
Senecio depressicola		JX134203																																																		
Senecio costaricensis																									AF161639																											
Senecio anteuphorbium																									DQ915867																											
Senecio landbeckii																									EF538353																											
Senecio wairauensis																									EU812817																											
Senecio corymbiferus																									DQ915893																											
Senecio eenii																									AF457425																											
Senecio hansweberi																									EF538344																											
Senecio californicus																									AF097536																											
Senecio malacitanus																									AJ400813																											
Senecio rodriguezii																									AJ400799																											
Senecio sinuatilobus																									EF538380																											
Senecio sempervivus																									DQ915871																											
Senecio farinifer																									EF538333																											
Senecio perralderianus																									EF538365																											
Senecio crassissimus																									EF538318																											
Senecio copeyensis																JQ590711																																				
Senecio laetevirens																									EF538352																											
Senecio asperulus																									EF538300																											
Senecio arenarius																									AF457421																											
Senecio adenotrichius																									EF538295																											
Senecio nigrocinctus																																																		AY723212		
Senecio glutinosus																									AF457427																											
Senecio abbreviatus																									DQ915895																											
Senecio junceus																									EF538351																											
Senecio tricuspidatus																									EF538390																											
Senecio longiflorus																									DQ915870																											
Senecio windhoekensis																									AF457426																											
Senecio candollei																									EF538311																											
Senecio donianus																									EF538329																											
Senecio ballyi																									DQ915879																											
Senecio acaulis																									DQ915896																											
Senecio cakilefolius																									AF457423																											
Senecio pyramidatus																									DQ915863																											
Senecio tropaeolifolius																									DQ915880																											
Senecio panduriformis																									EF538364																											
Senecio trapezuntinus																									JX895514																											
Senecio pubiger																									EF538368																											
Senecio consanguineus																									AF457419																											
Senecio gnidioides																									EF538341																											
Senecio giessii																									AF457418																											
Senecio bahioides																									EF538304																											
Senecio muirii																									DQ915883																											
Senecio hastatus																									EF538345																											
Senecio filaginoides																									EF538334																											
Senecio graciliflorus																JQ933248																																				
Senecio bulbinifolius																									EF538308																											
Senecio smithii																									EF538382																											
Senecio sarracenicus																									EF538375																											
Senecio gallicus																									AJ400784																											
Senecio comosus																									EF538316																											
Senecio purpureus																									EF538370																											
Senecio volckmannii																									EF538395																											
Senecio apiifolius																									AF457412																											
Senecio polyanthemoides																																									AF085187											
Senecio sisymbriifolius																									EF538381																											
Senecio englerianus																									AF457417																											
Senecio espinosae																									EF538332																											
Senecio kleinia																									DQ915868																											
Senecio deflersii																									DQ915874																											
Senecio linifolius																									EF538356																											
Senecio colensoi																									EF538315																											
Senecio spartioides																									EF538383																											
Senecio triangularis																									EF538389																											
Senecio gunnii																									EF538343																											
Senecio scaberulus																									EU331120																											
Senecio wootonii																									EF538398																											
Senecio jacobsenii																									DQ915872																											
Senecio callosus																									EF538310																											
Senecio humillimus																									EF538347																											
Senecio haworthii																									DQ915862																											
Senecio macroglossus																									DQ915881																											
Senecio decurrens																									EF538324																											
Senecio banksii																									EF538305																											
Senecio fulgens																									DQ915877																											
Senecio densiserratus																																																		AY723210		
Senecio lemmonii																									AF457432																											
Senecio crithmoides																									EF538321																											
Senecio aphanactis																									AF457430																											
Senecio amaniensis																									DQ915878																											
Senecio ertterae																									AF457433																											
Senecio coriaceus																									EF538317																											
Senecio sterquilinus																									EU331122																											
Senecio pseudomairei																																																		AY723215		
Senecio cisplatinus																									EF538314																											
Senecio rufescens																									EF538374																											
Senecio pudicus																									EF538369																											
Senecio stoechadiformis																									EF538385																											
Senecio bombycopholis																									DQ915860																											
Senecio krascheninnikovii																									AF457437																											
Senecio glaber																									EF543649																											
Senecio melastomifolius																									DQ915897																											
Senecio poeppigii																									EF543650																											
Senecio hesperidium																									AJ400789																											
Senecio brassii																									EF538307																											
Senecio diaschides																									EF538328																											
Senecio flaccidus																																								DQ131873												
Senecio superandinus															GU818299																																					
Senecio viridis																									EF538394																											
Senecio pteridophyllus																																																		AY723216		
Senecio pflanzii															GU818285																																					
Senecio actinotus																									JF708199																											
Senecio pendulus																									DQ915875																											
Senecio macranthus																									EF538358																											
Senecio integerrimus																																								DQ131871												
Senecio glaucescens																									AF155993																											
Senecio trifidus																									EF538391																											
Senecio aspericaulis																									EF538299																											
Senecio cunninghamii																									EF538323																											
Othonna herrei																									EF538275																											
Othonna auriculifolia																									EF538274																											
Othonna amplexifolia																									EF538273																											
Othonna coronopifolia																AM234898																																				
Othonna alba																									EF538272																											
Curio radicans																									DQ915887																											
Curio citriformis																									DQ915891																											
Curio herreanus																									DQ915886																											
Curio crassulifolius																									DQ915892																											
Curio ficoides																									DQ915889																											
Curio sulcicalyx																									DQ915884																											
Syneilesis aconitifolia		AF468162																							AY176163																											
Kleinia galpinii		AY952924																							AY953934																											
Nemosenecio incisifolius																									EU195463																		EU195481									
Nemosenecio yunnanensis																									EU195464																		EU195482									
Ligularia narynensis																									AY456130																	AY494078										
Ligularia intermedia																									GU323281															JF708226												
Ligularia lapathifolia																									AY458830																	AY494077										
Ligularia kanaitzensis																									AY458837																	AY494068										
Ligularia anoleuca																									AB557884																										AB557885	
Ligularia franchetiana																									AB375311																										AB375447	
Ligularia oligonema																									AB523364																										AB523847	
Ligularia botryodes		AF468191																							AY176140																											
Ligularia veitchiana																									AB557886																										AB557887	
Ligularia dolichobotrys		AF468174																							AY176141																											
Crassocephalum rubens		FJ793129																							FJ793130																											
Cissampelopsis volubilis			EF128543						EF128495																																											
Haastia recurva						AY554076																			AY554106																											
Haastia sinclairii						AY554077																			AY554107																											
Parasenecio roborowskii		AF468165																							AY176151																											
Parasenecio latipes		AF468185																							AY176150																											
Dendrophorbium brachycodon		FERN_Q7CBZA																							FERN_Q7CBZA																											
Dendrophorbium restingae		FERN_5LDN05																							FERN_6EF78N																											
Dendrophorbium pluricephalum		FERN_8LTFPV													FERN_UFPM4Q																																					
Dendrophorbium catharinense		FERN_0ILAFC																							FERN_DB6PJB																											
Bolandia argillacea		AY952914																							AY953924																											
Emilia discifolia		AY952920																							AY953930																											
Ischnea korythoglossa						AY929880																			AY929903																											
Tetradymia canescens		GQ984184																							EF538410																											
Dendrosenecio kilimanjari																									AF155963																		AF155996									
Dendrosenecio cheranganiensis																									AF155962																		AF155995									
Packera multilobata																											L33237																	L33207								
Packera sanguisorboides																											L33239																	L33209								
Packera layneae																											AF161672																	AF161622								
Packera hartiana																											AF161671																	AF161621								
Packera quaerens																											AF161681																	AF161631								
Packera tomentosa																											L33241																	L33211								
Packera breweri																											AF161663																	AF161613								
Packera pseudaurea																											L33235																	AF161630								
Packera contermina																											L33217																	L33187								
Packera bernardina																											L33212																	L33182								
Packera millelobata																											L33228																	L33198								
Packera actinella																									L33183																		L33213									
Packera bolanderi																											AF161662																	AF161612								
Packera zimapanica																									AF161636																		AF161686									
Packera cymbalaria																											L33219																	L33191								
Packera neomexicana																											AF161676																	L33201								
Packera indecora																											L33225																	L33195								
Packera quercetorum																											AF161682																	AF161632								
Packera subnuda																											L33223																	L33193								
Packera macounii																											L33227																	L33197								
Packera millefolia																											AF161673																	AF161623								
Packera ganderi																											AF161668																	AF161618								
Packera montereyana																											AF161674																	AF161624								
Packera obovata																											AF161677																	AF155968								
Packera loratifolia																									AF161643																		AF161693									
Packera moresbiensis																											L33229																	L33199								
Packera flettii																											AF161667																	AF161617								
Packera streptanthifolia																											AF161685																	L33206								
Cremanthodium brunneopilosum		AF468186																							AY176131																											
Traversia baccharoides						AY554090																			AF422139																											
Brachyglottis greyi						AY554062																			EF660537																											
Brachyglottis southlandica						AY554069																			AF422112																											
Brachyglottis huntii						AY554064																			AY554100																											
Brachyglottis compacta						AY554060																			AY554097																											
Brachyglottis adamsii						AY554055																			AY554092																											
Brachyglottis brunonis						AY554058																			AY554095																											
Brachyglottis arborescens						AY554056																			EF635450																											
Brachyglottis cassinioides						AY554059																			AY554096																											
Brachyglottis sciadophila						AY554068																			AY554104																											
Brachyglottis elaeagnifolia						AY554061																			AF422111																											
Brachyglottis perdicioides						AY554066																			AY554102																											
Brachyglottis bellidioides						AY554057																			AY554094																											
Brachyglottis haastii						AY554063																			AY554099																											
Brachyglottis kirkii						AY554065																			AY554101																											
Dendrocacalia crepidifolia																									GU818543															GU818363												
Tephroseris pierotii		EU195522																							EU195480																											
Tephroseris yukonensis		GQ245604																							AF345313																											
Tephroseris flammea		EU195520																							EU195497																											
Tephroseris changii		AF468171																							AY176164																											
Dolichoglottis scorzoneroides						AY554073																			AF422121																											
Euryops brownei		AY952926																							AY953936																											
Cineraria albicans		AY952894																							AY275655																											
Cineraria parvifolia		AY952909																							AY953919																											
Cineraria deltoidea		AY952896																							AY953905																											
Cineraria lyratiformis		AY952908																							AY953918																											
Cineraria mollis		AY952913																							AY953923																											
Cineraria erodioides		AY952904																							AY953914																											
Cineraria pinnata		AY952897																							AY953908																											
Cineraria geraniifolia		AY952911																							AY953921																											
Cineraria alchemilloides		AY952902																							AY953913																											
Cineraria austrotransvaalensis		AY952910																							AY953920																											
Cineraria pulchra		AY952899																							AY953910																											
Cineraria longipes		AY952907																							AY953917																											
Cineraria aspera		AY952903																							AY275656																											
Cineraria cyanomontana		AY952898																							AY953909																											
Cineraria saxifraga		AY952906																							AY953916																											
Cineraria geifolia		EU621368																							EU621367																											
Cineraria mazoensis		AY952900																							AY953911																											
Psacalium peltatum																									AF161604															DQ131863												
Adenostyles leucophylla		AY176085																							AY176130																											
Abrotanella purpurea						AY929870																			AY929893																											
Abrotanella rosulata						AY929873																			AY929896																											
Abrotanella inconspicua						AY929863																			AY929886																											
Abrotanella caespitosa						AY929859																			AY929882																											
Abrotanella nivigena						AY929867																			AY929889																											
Abrotanella forsteroides						AY929862																			AY929885																											
Abrotanella pusilla						AY929871																			AY929894																											
Abrotanella submarginata						AY929876																			AY929899																											
Abrotanella linearis						AY929865																			AY929888																											
Abrotanella trichoachaenia						AY929877																			AY929900																											
Abrotanella spathulata						AY929875																			AY929898																											
Abrotanella rostrata						AY929872																			AY929895																											
Abrotanella trilobata						AY929878																			AY929901																											
Abrotanella scapigera						AY929874																			AY929897																											
Abrotanella fertilis						AY929861																			AY929884																											
Abrotanella patearoa						AY929868																			AY929891																											
Mattfeldia triplinervis																									EF538253															GU818409												
Pericallis hansenii																									AF155979																		AF156012									
Pericallis aurita																									AF155975																		AF156008									
Pericallis papyracea																									AF155985																		AF156018									
Pericallis webbii																									AF155990																		AF156023									
Pericallis hadrosoma																									AF155978																		AF156011									
Pericallis steetzii																									AF155986																		AF156019									
Senecio hederiformis		AY952918																							AY953928																											
Senecio laetus																									DQ272331																									AY723213		
Senecio glaucophyllus						AY554082																			AY554110																											
Senecio montevidensis															FERN_8QGAU9										FERN_07O5WP																											
Senecio cambrensis																JN891718															JN894727																					
Senecio acanthifolius															GU818248									HM050358																												
Senecio quadridentatus						AY554087																			AF422134																											
Senecio claussenii															FERN_U254ME										FERN_6YJOSQ																											
Senecio pseudoarnica		GQ245523																							AF161645																											
Senecio monroi		AY176086																							AY176155																											
Senecio neowebsteri																									AF161644															DQ131876												
Senecio glomeratus						AY554083																			EU331117																											
Senecio rufiglandulosus						AY554088																			AF422135																											
Senecio nemoralis		FERN_H1XTG6													FERN_APPMRG																																					
Senecio taygeteus																									AY504478																								AY495966			
Senecio serra																									AF161641															DQ131874												
Senecio achilleifolius		AY952919																							AY953929																											
Senecio minimus						AY554086																			EU331119																											
Senecio sphaerocephalus																									AF161646															DQ131872												
Senecio dunedinensis						AY554081																			AY554109																											
Senecio pterophorus		AF098853																																							AF085188											
Senecio cordifolius		AY952916																							AY953926																											
Othonna parviflora																									AF156000																					AF155967						
Othonna euphorbioides		EU670115																							EU667494																											
Roldana petasitis																HM850309						HM850664			EF538293																											
Petasites hybridus																JN893619						JN895682												AJ704847																		
Petasites tricholobus		AF468167														JQ933441									AY176153																											
Petasites palmatus																									AF161602															DQ131860			AF161652									
Ligularia yunnanensis		AY723183																							AY723258																									AY723221		
Ligularia tsangchanensis		AY723189																							AB284129																									AY723227		
Ligularia liatroides		AY723193																							AY723268																									AY723231		
Ligularia brassicoides		AY723191																							AY723266																									AY723229		
Ligularia rumicifolia		AY723185																							AY723260																									AY723223		
Ligularia duciformis		DQ104429																							AY458826																										AB376962	
Ligularia purdomii		AY723182																							AY723257																									AY723220		
Ligularia lamarum		AY723187																							AB426703																									AY723225		
Sinosenecio newcombei																									AF161607															DQ131865			AF161657									
Sinosenecio fanjingshanicus		EU195504																							EU195468																		EU195486									
Sinosenecio subrosulatus																JF944291						JF956323																		JN047194												
Haastia pulvinaris						AY554075										JQ933352									AF422122																											
Parasenecio cyclotus		AY723205																							AY723277																									AY723251		
Parasenecio hastiformis		AY723206																							AY723278																									AY723252		
Parasenecio deltophyllus		AY723202																							AY176149																									AY723248		
Parasenecio maowenensis		AY723203																							AY723275																									AY723249		
Parasenecio taliensis		AY723204																							AY723276																									AY723250		
Dendrophorbium subnemoralis		FERN_6EF78N																							FERN_6SL6UJ															FERN_UFPM4Q												
Dendrophorbium limosum		FERN_YZLOUQ													FERN_0ILAFC										FERN_UFPM4Q																											
Jacobaea argunensis		AF468169																							AY176154																									AY723208		
Jacobaea sandrasica		JX895042			JX894897																				JX895503																											
Emilia fosbergii																JQ590634									GQ478091						JQ586856																					
Packera glabella																											AF161670													DQ131868				L32921								
Packera hyperborealis		GQ245181																									L33224																	L33194								
Packera ogotorukensis		GQ245182																									L33232																	L33202								
Packera sanguisorbae																											AF161683													DQ131869				AF161633								
Packera pauciflora		GQ245184																									AF161679																	AF161629								
Cremanthodium microglossum		AF468183																							AY176135																									AY723238		
Cremanthodium lineare		AF468188																							AY723273																									AY723237		
Cremanthodium decaisnei		AY723194																							AY723269																									AY723232		
Cremanthodium ellisii		EU326052																							AY723272																									AY723236		
Cremanthodium discoideum		AY723196																							AY723271																									AY723235		
Cremanthodium stenoglossum		AF468182																							AY176136																									AY723233		
Ignurbia constanzae		GU818016													GU818186										GU817574																											
Tephroseris kirilowii		AF468164																							AY176165																									EU195531		
Tephroseris rufa		AY723200																							AY176166																									AY723244		
Tephroseris atropurpurea		GQ245596																							AF345306															DQ131864												
Graphistylis riopretensis		FERN_817JOW																							FERN_U254ME															FERN_6SL6UJ												
Euryops munitus		EU670090		EU667533																					EU667466																											
Euryops ursinoides		EU670144		EU667588																					EU667526																											
Euryops euryopoides		EU670149		EU667593																					EU667476																											
Euryops montanus				EU667532			EU670150																		EU667462																											
Euryops hypnoides		EU670145		EU667589																					EU667527																											
Euryops arabicus		EU670089					EU670152																		EU667463																											
Synotis lucorum		AY723180																							AY723255																									AY723218		
Ligulariopsis shichuana		AF468161																							AY176148																									AY723241		
Arrhenechthites novoguineensis					AF459993	AF460052																			AF459972																											
Abrotanella muscosa		HQ439865				AY554052																			AF422109																											
Abrotanella linearifolia						AY929864										JQ933200									AY929887																											
Pericallis tussilaginis																									AJ563924																		AF156021				AF155989					
Senecio oleosus		FERN_NFY5X0													FERN_7AGJFQ																									FERN_1P9FL1												
Senecio lugens		GQ245522																							L33196															DQ131870												
Senecio anethifolius		AF460162			AF460016	AF460077																																														
Senecio eremophilus					AF460010	AF460071																			AF459945																											
Senecio harleyi		FERN_7S4W4W													FERN_ILXIZN										FERN_APPMRG																											
Senecio spnov2		FERN_QDZVFN																							FERN_NIM5SR															FERN_APPMRG												
Senecio thianschanicus		AF468168																							AY176156																									AY723207		
Senecio ceratophylloides		FERN_ILXIZN													FERN_817JOW																									FERN_U254ME												
Senecio pulcher		FERN_GF48AD													FERN_H1XTG6																									FERN_7S4W4W												
Senecio pseudostigophlebius		FERN_07O5WP													FERN_L3XI84										FERN_TMIBPA																											
Solanecio mannii		AF460140			AF459994	AF460053																			AF459923																											
Ligularia sibirica	AJ400102	AF468160																							AY176146																		AJ400092									
Ligularia dictyoneura																JF942254						JF954344			AB299047															JN045189												
Ligularia hookeri																JF942257						JF954345			DQ272327															JN045192												
Ligularia przewalskii		AY723188																							AY723263																	AY494070								AY723226		
Ligularia sagitta		AY723190																							AY723265																	AY494069								AY723228		
Sinosenecio latouchei																JF944270						JF956302			JF978611															JN047173												
Sinosenecio jiuhuashanicus																JF944264						JF956295			JQ797426															JN047165												
Sinosenecio bodinieri		AY723201																							AY176158															JN047130										AY723245		
Sinosenecio palmatisectus																JF944279						JF956311			JF978621															JN047181												
Sinosenecio dryas																JF944234						JF956268			JF978584															JN047141												
Sinosenecio yilingii																JF944299						JF956332			JF978638															JN047202												
Sinosenecio sungpanensis																JF944293						JF956326			JF978633															JN047197												
Sinosenecio villifer																JF944296						JF956328			JF978634															JN047200												
Sinosenecio hederifolius		EU195508																							EU195465																		EU195483							EU195527		
Sinosenecio sichuanicus																JF944283						JF956316			JF978625															JN047189												
Sinosenecio ligularioides																JF944273						JF956304			JF978614															JN047176												
Sinosenecio cyclaminifolius																JF944227						JF956261			JF978575															JN047133												
Bedfordia salicina		AF452499				AY554054																AF456779			AF422110																											
Dendrophorbium paranense		FERN_7L9IK5													FERN_DB6PJB										FERN_8LTFPV															FERN_DB6PJB												
Dendrophorbium fruticosum		FERN_DB6PJB													FERN_Q7CBZA										FERN_YZLOUQ															FERN_Q7CBZA												
Dendrophorbium pellucidinerve		FERN_JH68Q0													FERN_YZLOUQ										FERN_5LDN05															FERN_YZLOUQ												
Jacobaea ambigua		AF460122			AF459974	AF460032																			AF459927																											
Jacobaea kirghisica		JX895099			JX894954	JX895026																			JX895495																											
Jacobaea delphiniifolia		AY155616			AY156982	AF548771																			AY327538																											
Tephroseris palustris		GQ245603														JN966036						JN966710			JN999670																											
Pseudogynoxys benthamii		AF460130			AF459983	AF460041																			AF459958																											
Graphistylis cuneifolia		FERN_D04JAW													FERN_JH68Q0										FERN_28XJ21															FERN_JH68Q0												
Graphistylis organensis		FERN_TZXQO2													FERN_6EF78N										FERN_817JOW															FERN_6EF78N												
Graphistylis itatiaiae		FERN_9IKJ80													FERN_5LDN05										EF538213															FERN_5LDN05												
Graphistylis argyrotricha		FERN_6SL6UJ													FERN_7L9IK5										FERN_D04JAW															FERN_7L9IK5												
Euryops empetrifolius		EU670139		EU667582			EU670201																		EU667520																											
Euryops linifolius		EU670127		EU667570			EU670190																		EU667507																											
Euryops decumbens		EU670098		EU667540			EU670160																		EF538204																											
Euryops pinifolius		EU670148		EU667592			EU670207																		EU667530																											
Euryops dregeanus		EU670119		EU667561			EU670181																		EU667498																											
Euryops lateriflorus		EU670124		EU667567			EU670166																		EU667493																											
Euryops hebecarpus		EU670128		EU667571			EU670191																		EU667508																											
Euryops tysonii		EU670097		EU667539			EU670159																		EF538209																											
Euryops annuus		EU670109		EU667551			EU670171																		EU667487																											
Euryops abrotanifolius		EU670138		EU667581			EU670193																		EU667506																											
Euryops brachypodus		EU670143		EU667586			EU670205																		EU667485																											
Euryops acraeus		EU670096		EU667538			EU670158																		EF538202																											
Euryops galpinii		EU670117		EU667559			EU670179																		EU667496																											
Euryops trilobus		EU670093		EU667536			EU670155																		EU667469																											
Euryops petraeus		EU670092		EU667535			EU670154																		EU667468																											
Euryops brevilobus		EU670110		EU667552			EU670172																		EU667488																											
Euryops dacrydioides		EU670147		EU667590			EU670206																		EU667529																											
Euryops anthemoides		EU670122		EU667564			EU670184																		EU667501																											
Euryops prostratus		EU670100		EU667542			EU670162																		EF538206																											
Euryops annae		EU670094		EU667537			EU670156																		EU667470																											
Euryops algoensis		EU670105		EU667547			EU670167																		EU667483																											
Euryops candollei		EU670091		EU667534			EU670153																		EU667467																											
Euryops spathaceus		EU670121		EU667563			EU670185																		EF538207																											
Euryops multifidus		EU670112		EU667554			EU670174																		EU667490																											
Euryops ericoides		EU670129		EU667572			EU670192																		EU667509																											
Euryops othonnoides		EU670123		EU667550			EU670186																		EU667486																											
Pentacalia desiderabilis		FERN_U254ME													FERN_6SL6UJ										FERN_5CJJMW															FERN_D04JAW												
Hertia cheirifolia			EF128550						EF128522					EF128694											EF538226																											
Psacalium paucicapitatum		EU385106														EU385013															EU385391																			EU385200		
Pericallis multiflora		AY952921																							AY953931																		AF156015				AF155982					
Pericallis malvifolia																HM850241									AF155981						HM850668												AF156014									
Pericallis echinata		AF460133				AF460044																			AF155977																		AF156010									
Senecio glaucus		DQ208174			DQ208166		DQ208182																		AJ400785																											
Senecio albus		FERN_5CJJMW													FERN_28XJ21										FERN_EE0EFL															FERN_9IKJ80												
Senecio rupestris		JN790008													JN789728										AJ400801															JN789955												
Senecio juerguensii		FERN_F1FFJB													FERN_1P9FL1										FERN_H1XTG6															FERN_6YJOSQ												
Senecio hispidulus		JX895040			JX894895	JX894968																			EU331118																											
Senecio selloi		FERN_TMIBPA													FERN_NFY5X0										EF538379															FERN_8QGAU9												
Senecio graciellae		FERN_1P9FL1													FERN_EE0EFL										FERN_8QGAU9															FERN_3NICY1												
Senecio caparoensis		FERN_EE0EFL													FERN_TZXQO2										FERN_ILXIZN															FERN_817JOW												
Senecio oxyriifolius		AF460124			AF459976	AF460034																			AF459936																											
Senecio adamanus		FERN_ZO2Y01													FERN_D04JAW										FERN_3NICY1															FERN_28XJ21												
Senecio bonariensis		FERN_3NICY1													FERN_9IKJ80										EF538306															FERN_TZXQO2												
Senecio polypodioides		EU385111														EU385017															EU385396																			EU385205		
Senecio dumetorum		FERN_6YJOSQ													FERN_5CJJMW										FERN_1P9FL1															FERN_ZO2Y01												
